title_spanish,tconst,actors,director,writter
French Kiss,tt0113117,"nm0000212,nm0000177,nm0000459",nm0001410,nm0111845
Taxi,tt0075314,"nm0007958,nm0012524,nm0034519",nm0000217,nm0001707
No respires 2,tt6246322,"nm0002332,nm6388677,nm0786639",nm2140186,nm1793079
Adam,tt6443346,"nm0425005,nm0388038,nm0000112",nm1429471,nm1186373
Spencer,tt12536294,"nm0829576,nm0001758,nm1020089",nm1883257,nm1140275
Touch,tt23468836,"nm0959958,nm11152317,nm2141003",nm0466349,nm5356690
Los Farad,tt21278506,"nm5969653,nm2969728,nm0142677",,nm0057819
Tiburón 5,tt0112747,"nm1484727,nm0055478,nm0798864",nm0559769,nm0270322
A un millón de millas,tt21940010,"nm0671567,nm4023073,nm0147814",nm2004888,nm0319619
Monster High 2,tt23026954,"nm13026621,nm7920130,nm3185023",nm0390844,nm1103326
Upgrade: Primera clase,tt21830902,"nm6161516,nm8850556,nm0000673",nm2584304,nm1211790
Alone (Sola),tt12445014,"nm11634199,nm5763727",nm5763727,nm5763727
A Roma con amor,tt1859650,"nm4997618,nm2918889,nm0683467",nm0000095,nm0000095
Los Protegidos,tt1534370,"nm0308272,nm2798915,nm2157531",,nm2053159
Amy (La chica detrás del nombre),tt2870648,"nm1561881,nm7400233,nm1891891",nm0438090,
Espejismo,tt0068955,"nm16146456,nm4707956,nm10125779",nm0324162,nm2199074
"Rojo, blanco y sangre azul",tt10172266,"nm0714876,nm10572105,nm10264251",nm5870715,nm10615709
El irlandés,tt1302006,"nm0000134,nm0000199,nm0000582",nm0000217,nm0001873
Matar a Dios,tt6229030,"nm0031612,nm0310586,nm2458772",nm4543557,nm4543557
"¡Sufre, mamón!",tt0094068,"nm0838689,nm0596703,nm1487535",nm0838757,nm0838706
El precio de la venganza,tt5834204,"nm0005253,nm2088803,nm0235652",,nm0588005
Control Zeta,tt27619137,"nm1738430,nm14797082,nm7170856",nm7076072,nm7076072
Sator,tt10556320,"nm3193877,nm5224393,nm10800017",nm3202804,nm3202804
Amor a 39 grados,tt34605805,"nm5645823,nm5230870,nm0205812",nm3735802,nm1115720
El repostero de Berlín,tt4830786,"nm5922902,nm0012239,nm3962899",nm3409787,nm3409787
Los Indestructibles 3,tt2333784,"nm0000230,nm0005458,nm0000148",nm0400850,nm0000230
Juego con la muerte,tt0404157,"nm0021718,nm0554865,nm0305710",nm0735686,nm16535936
Jane Eyre,tt1229822,"nm1985859,nm0068260,nm0254332",nm1560977,nm1620490
La familia Bloom,tt6317656,"nm0915208,nm10881822,nm0511088",nm1380395,nm3961014
La princesa de la Yakuza,tt1093357,"nm0386472,nm1880888,nm1540404",nm0329755,nm3123612
Stockholm,tt6474040,"nm0000160,nm0636426,nm0835016",nm1519253,nm1519253
Blood Room,tt13649516,"nm5151605,nm2386577,nm12146152",nm6786670,nm6786670
Todos me odian,tt9340892,"nm1845048,nm3569284,nm0265457",nm3760083,nm2615168
La muerte llega a Pemberley,tt2951788,"nm0722629,nm1269412,nm0328828",,nm0000807
La vida electrizante de Louis Wain,tt10687506,"nm1212722,nm2946516,nm2057859",nm3112470,nm1776787
Autonomous,tt11188922,nm11087215,nm10496951,nm11087215
The Falling,tt3294200,"nm0668845,nm3586035,nm6073955",nm1345246,nm1345246
Super Size Me 2: Holy Chicken!,tt7215262,"nm1041597,nm10233790,nm1426721",nm1041597,nm2505733
Zona mortal,tt0109676,"nm0000648,nm0000997,nm0000319",nm0000824,nm0341389
En Pittsburgh con los Pradeeps,tt14584532,"nm0004710,nm8930223,nm5167186",,nm9414157
Los Billis,tt29303395,"nm15298644,nm15304095,nm11198131",,nm8711040
"Mala Suerte, Buena Suerte",tt8129806,"nm2057859,nm8971931,nm0899487",nm2385621,nm3279815
Mia y el león blanco,tt4844148,"nm7444538,nm0491259,nm0456810",nm0537923,nm7444537
La cena de los idiotas,tt1632701,"nm0532683,nm0389069,nm1423048",,nm0466689
A todos les gustan los diamantes,tt13355880,"nm0744107,nm2063290,nm0865571",,nm2923352
Hunt. Caza al espía,tt6931658,"nm0497631,nm2352559,nm10442995",nm0497631,nm11808511
Tras el cristal,tt0090197,"nm0577070,nm0839955,nm0004650",nm0898063,nm0898063
El ferrocarril subterráneo,tt6704972,"nm9096847,nm10229945,nm0249291",,nm2513896
Viktor Bringt's,tt28212796,"nm0001953,nm11972741,nm1269088",,nm10510099
Fuerza bruta,tt15838850,"nm3011350,nm7027783,nm3780600",nm4037204,nm3011350
Operación Marea Negra,tt14989818,"nm0057776,nm5623348,nm2084836",,nm0025538
Relic,tt9072352,"nm0627505,nm0607865,nm2757333",nm4013000,nm4013000
Los últimos días,tt1935914,"nm1273697,nm0180580,nm1011070",nm0665041,nm0665041
En los márgenes,tt12306964,"nm0004851,nm0869088,nm8471730",nm0098709,nm0098709
The Unsolved Killings of Jack the Ripper,tt27899117,nm10995670,nm13952441,nm13952441
El secreto del libro de Kells,tt0485601,"nm3322957,nm3322982,nm0322407",nm1119079,nm1119079
Padre no hay más que uno 2: La llegada de la suegra,tt11506284,"nm0782213,nm1071554,nm8115563",nm0782213,nm2125297
The Otherworld,tt2409518,"nm2162317,nm5329207,nm5286493",nm5286493,nm5286493
Con pelos en la lengua,tt1623368,"nm3088946,nm3099351,nm1747306",,nm1310000
Dolls,tt0092906,"nm0930787,nm0330069,nm0521106",nm0002340,nm0619547
Ola asesina,tt0875948,"nm0005171,nm0888468,nm0199236",,nm0337008
La mujer del obispo,tt0085973,"nm0245072,nm0022765,nm0854177",nm0487878,nm0406628
El engaño,tt14923008,"nm1185747,nm7712734,nm11633473",nm1060986,nm0521739
Cassandro,tt14954534,"nm0305558,nm4295500,nm0478971",nm2141317,nm2090073
Classic Albums: U2 - The Joshua Tree,tt6956622,"nm5148049,nm4859838,nm0095104",nm0179221,
La serpiente blanca,tt9288776,"nm2836674,nm3211555,nm1315809",nm5332002,nm7403142
Diario de una niñera,tt0332280,"nm1658940,nm0001687,nm0210915",nm0001024,nm0505230
LOL: Last One Laughing Poland,tt27422891,"nm0668640,nm0941575,nm1551123",,
Alex Rider: Operación Stormbreaker,tt0457495,"nm0092961,nm0001059,nm0000410",nm0768249,nm0395275
Inmune,tt12592252,"nm6216001,nm6259860,nm0732497",nm0556573,nm0556573
Inmersión letal,tt0378109,"nm0908094,nm0004695,nm0004790",nm0007082,nm0425780
Umberto D.,tt0045274,"nm0061472,nm0143686,nm0312902",nm0001120,nm0953790
Silber y el libro de los sueños,tt22037984,"nm3317244,nm12118774,nm9894581",nm6433160,nm6592898
Eli Manning Presents: The Undercovers,tt33842637,"nm1763141,nm8272281",,
Venus,tt15676664,"nm7527792,nm13631203,nm1028780",nm0049371,nm0049371
El apagón,tt7288408,"nm3276835,nm0597480,nm0001599",nm3399976,nm3399976
¿Dónde está Kyra?,tt5198670,"nm0000201,nm0000662,nm0791877",nm0234506,nm4305040
Antro sangriento,tt0424890,"nm1726920,nm1732346,nm12368321",nm0556008,nm1604134
Spy,tt3079380,"nm0000179,nm0712562,nm0565250",nm0082450,nm0082450
Color Out of Space,tt5073642,"nm0000115,nm0000613,nm4699715",nm0822582,nm0522454
La otra Zoey,tt11951276,"nm6466214,nm6481846,nm8850556",nm3182755,nm0845860
Secretos compartidos,tt0387514,"nm0000235,nm0000658,nm1034965",nm0950226,nm0950226
El último magnate,tt3390892,"nm0093589,nm0001288,nm2934314",,nm0280234
No Activity: Niente da Segnalare,tt26912927,"nm0956956,nm0862584,nm0797544",,nm7241412
El Refugio,tt31173096,"nm0893638,nm0299078,nm1685281",,nm2651446
Adicción perfecta,tt12965390,"nm2854112,nm5224900,nm8251059",nm2500541,nm1102885
El gran Maurice,tt12572040,"nm0753314,nm0692139,nm12256501",nm1064292,nm11726002
El rey de la montaña,tt1085862,"nm0768614,nm1482999,nm2976962",nm1018426,nm1942197
High Life,tt4827558,"nm1500155,nm0000300,nm0071275",nm0219136,nm0219136
La Clínica,tt0074321,"nm0171848,nm0211630,nm0672430",nm0128305,nm0128305
Península,tt8850222,"nm1504868,nm6903064,nm3640854",nm3613566,nm3613566
Planes de boda,tt0209475,"nm0000182,nm0000190,nm0933098",nm0788202,nm0266184
The Story of Playstation,tt28290687,"nm16514255,nm2602018,nm9232052",nm9592365,nm9592365
El año del relevo,tt10171472,"nm0000474,nm0005109,nm1876851",nm0583654,nm0583654
Melodía asesina,tt27671691,"nm4760680,nm6625335,nm8339485",nm1234345,nm5401325
El hombre que conocía el infinito,tt0787524,"nm0000460,nm2353862,nm0801674",nm0114226,nm2216692
Wrong Turn. Sendero al infierno,tt9110170,"nm5256984,nm4817510,nm0756083",nm2298645,nm0568416
Feliz Mini-Bat-Navidad,tt15352516,"nm0005561,nm10354026,nm0000342",nm1226489,nm3685845
Aguafiestas de incógnito,tt35330349,"nm4535489,nm14483714,nm5545519",nm1006796,nm3238704
Drag Heals,tt8712664,"nm9980995,nm3880560,nm9646021",,nm1263747
Misterio en Amán,tt4827878,"nm1065664,nm1203005,nm2088872",nm1691239,nm7429707
Conexión Estambul,tt1397280,"nm0000553,nm1192254,nm0000463",nm0576298,nm0000108
Foxcatcher,tt1100089,"nm0136797,nm1475594,nm0749263",nm0587955,nm0296861
Waack Girls,tt31924841,"nm0151285,nm8069024,nm2439674",,nm0850247
Si de verdad quieres...,tt1535438,"nm0000658,nm0000169,nm0136797",nm0291205,nm0961827
Star Trek: Picard,tt8806524,"nm0001772,nm0403335,nm0005394",,nm8681530
Salyut-7. Héroes en el espacio,tt6537238,"nm1284690,nm1125711,nm1127359",nm2568708,nm3468782
El tren de las 3:10,tt0381849,"nm0000128,nm0000288,nm0503567",nm0003506,nm0919925
Afterparty,tt12614214,"nm1840504,nm3931538,nm3856316",,nm0588087
De caza,tt0085368,"nm0785264,nm0885446,nm0396159",nm0336076,nm0419808
The Adventures of Eliza Fraser,tt1199099,"nm0000457,nm2959880,nm3010926",,nm0999606
King Kong,tt0360717,"nm0915208,nm0085312,nm0004778",nm0001392,nm0909638
Embarazo a Cualquier Precio,tt0104348,"nm0000199,nm0000493,nm0000285",nm0001226,nm0000519
Los pingüinos de Madagascar,tt1911658,"nm0569891,nm1844237,nm0971017",nm0201509,nm1685000
The Bad Cat,tt32021703,"nm3723424,nm3522463,nm8719692",nm1644084,nm3522463
Asesinato en el Orient Express,tt3402236,"nm5469396,nm9297442,nm4731610",nm0000110,nm0338169
¡Ala... Dina!,tt0229935,"nm0685038,nm0760657,nm0328549",,nm3362164
Sirenas,tt31429675,"nm0000194,nm3627601,nm6854116",,nm4030641
Bye Bye Barry,tt29720239,"nm1296433,nm0014609,nm0000741",nm3713698,
"Dios mío, ¿pero qué te hemos hecho?",tt2800240,"nm0002010,nm0490702,nm2987278",nm0154385,nm0154385
Noticia de un Secuestro,tt15261060,"nm0704696,nm0880811,nm2207582",,nm9576742
Misión imposible: Protocolo fantasma,tt1229238,"nm0000129,nm1745736,nm0670408",nm0083348,nm0312367
Solver,tt5963132,"nm2127402,nm1944279,nm0418544",nm1335773,nm8359388
La escafandra y la mariposa,tt0805564,"nm0331516,nm0607865,nm0773973",nm0318916,nm1280672
Si no despierto,tt1691916,"nm3614913,nm4296013,nm2383250",nm1735543,nm0535940
Exegesis Lovecraft,tt20869650,"nm13736762,nm8956251,nm13736761",nm8122061,nm8122061
Skin,tt6043142,"nm0068260,nm4359664,nm2989873",nm1142235,nm1142235
La gran ruta hacia China,tt0085678,"nm0000633,nm0000787,nm0922967",nm0404606,nm0165853
Pandemania,tt14546442,,nm3008668,
"Uno, dos, tres",tt0055256,"nm0000010,nm0001976,nm0863016",nm0000697,nm0000697
Un gángster para un milagro,tt0180093,"nm0000995,nm0001467,nm0000124",nm0004716,nm0782968
El último guerrero. Las raíces del mal,tt13606158,"nm5683792,nm4754338,nm2611557",nm2979103,nm7984722
Gatúbela,tt0327554,"nm0000932,nm0000973,nm0000232",nm0685759,nm0004170
Follow Kar Lo Yaar,tt31898045,"nm8374587,nm16394785,nm16394787",,
El Maníaco del Parque,tt28497675,"nm6320498,nm5545511,nm10802353",nm4144240,nm5055462
Hysteria,tt21493708,"nm3492402,nm5988570,nm6018621",,nm5412157
Sin señal,tt35196166,"nm17056628,nm16884140,nm17043089",nm11433409,nm2752428
Once Upon a Time at Christmas,tt6172696,"nm1792652,nm5683387,nm1653291",nm2662500,nm5315104
Liverleaf,tt7155170,"nm6046412,nm5193520,nm9513084",nm4057245,nm9142811
Una rubia muy legal 2,tt0250494,"nm0000702,nm0005561,nm0004757",nm0525659,nm0113005
Efecto Mariposa,tt0289879,"nm0005110,nm0001828,nm0005442",nm0107774,nm0344259
Asesinato en Yellowstone,tt11552344,"nm2248149,nm2090702,nm0005048",nm3413681,nm1925055
En compañía del miedo... espíritus ocultos,tt0348836,"nm0000932,nm0000375,nm0001165",nm0440913,nm0349406
Triple amenaza,tt6643972,"nm1388074,nm0155392,nm3299397",nm0425364,nm0639908
La venganza perfecta,tt4463816,"nm3053338,nm0670408,nm0002077",nm2389363,nm2389363
La vida secreta de la señora Claus,tt0359950,"nm0001774,nm1325419,nm1789985",nm0001774,nm0175726
Classic Albums: The Band - The Band,tt30327451,"nm3118835,nm4544506,nm3939436",nm0183686,nm0183686
Una vida tranquila,tt1521090,"nm0785842,nm3634704,nm0223973",nm1528905,nm2738907
Rubius Next Level Japón,tt28305617,nm8070991,,
Sin huellas,tt15463246,"nm3660766,nm1743166,nm3435229",,nm2831294
Negocios sucios,tt0227984,"nm0000168,nm0926205,nm0422514",nm0950553,nm0667770
El alimento de los dioses,tt0074540,"nm0331374,nm0291512,nm0576127",nm0330026,nm0920229
Previously Saved Version,tt33296382,"nm2831010,nm0411692,nm14083827",nm2502457,nm2502457
Un amor a Escòcia,tt29471733,"nm7592760,nm2842005,nm8930223",nm2752786,nm4489192
Proyecto Gemini,tt5656994,"nm5526298,nm5136971,nm12690740",nm6555325,nm10040388
"Simone, la mujer del siglo",tt0085973,"nm0245072,nm0022765,nm0854177",nm0487878,nm0406628
LOL: Qui Rira Le Dernier?,tt23058150,"nm0399088,nm6340219,nm4047698",,
El poder,tt0086250,"nm0000199,nm0000874,nm0000201",nm0000361,nm0000231
Maurice,tt0093512,"nm0928134,nm0000424,nm0001291",nm0412465,nm0286950
La sombra del diablo,tt0118972,"nm0000148,nm0000093,nm0171513",nm0001587,nm0418883
Un ladrón honesto,tt1838556,"nm0000553,nm0005532,nm2541974",nm0931251,nm2551258
1900,tt0074084,"nm0000134,nm0000367,nm0761212",nm0000934,nm0033490
Matar al mensajero,tt1216491,"nm0719637,nm0001598,nm2916225",nm0191147,nm1481618
Before Night Falls,tt0247196,"nm0307638,nm0283029,nm0622944",nm0773603,nm0641448
Los miserables,tt1707386,"nm0413168,nm0000128,nm0004266",nm0393799,nm0629933
Una canción irlandesa,tt6842770,"nm0597047,nm0943614,nm1794441",nm0788234,nm0788234
Infiltrada en la NASA,tt21469794,"nm0731075,nm2584392,nm8097440",nm1225921,nm1225921
"En realidad, nunca estuviste aquí",tt5742374,"nm0001618,nm7159554,nm3439919",nm0708903,nm0708903
La mujer del infierno,tt0085973,"nm0245072,nm0022765,nm0854177",nm0487878,nm0406628
Secretos de un crimen,tt30444418,"nm2257218,nm3119556,nm13378176",nm2119066,nm2119066
Misión posible,tt14140954,"nm3609055,nm8575756,nm3333611",nm12359884,nm10991290
Señor y señora Adelman,tt6095616,"nm3723133,nm1267707,nm0687914",nm1267707,nm1267707
Dystopia,tt4589246,"nm0178757,nm1792652,nm2466273",,nm0178757
The Evils Surrounding Elvis,tt28706303,"nm10646452,nm0261172,nm1029412",nm11530918,nm11530918
La memoria de un asesino,tt11827628,"nm0000553,nm0001602,nm4883026",nm0132709,nm0769123
2000 Maníacos,tt0058694,"nm0556654,nm0450138,nm0020639",nm0504496,nm0504496
Desmadre incluido,tt28248308,"nm0111405,nm7503866,nm3276863",nm0554507,nm11847523
Mozart in the Jungle,tt3502172,"nm3860305,nm0305558,nm0004787",,nm0863871
Pigmalión,tt0030637,"nm0001366,nm0384908,nm0493347",nm0002190,nm0789737
Bloody Hell,tt9772374,"nm4649116,nm10056998,nm0185794",nm0340958,nm2437542
Talking To Ghosts,tt20758252,"nm6746729,nm3060088,nm7244552",nm10112759,nm10112759
Atómica,tt2406566,"nm0000234,nm0564215,nm0550371",nm0500610,nm0426500
We Are Your Friends,tt3787590,"nm1374980,nm0004747,nm1589279",nm3273000,nm3273000
Todo el mundo quiere a Raymond,tt0115167,"nm0005380,nm0005004,nm0004951",,nm0005380
"Joaquín, el novato",tt21994130,"nm1892362,nm16477888,nm4588336",,
La vida de Gortimer Gibbon en Normal Street,tt3496764,"nm4470846,nm2172001,nm5358731",,nm4022062
Héroe en dos mundos,tt9685342,"nm5042060,nm2468729,nm6039993",nm15069738,nm4772018
Alicia en las ciudades,tt0069687,"nm0901057,nm0745467,nm0471079",nm0000694,nm0000694
Los amantes de Praga,tt0087682,"nm0000176,nm0001698,nm0000053",nm0464846,nm0102722
Pawankhind,tt11423818,"nm0474604,nm2346665,nm1282863",nm9829530,nm9829530
Jason Bourne,tt4196776,"nm0000354,nm0000169,nm2539953",nm0339030,nm0339030
El último suspiro,tt0245238,"nm0005305,nm0664175,nm0059215",nm0690794,nm0841634
El último desafío,tt1549920,"nm1377287,nm0000216,nm1046137",nm0453518,nm3689973
The Boys in the Boat,tt1856080,"nm0249291,nm4360085,nm0347423",nm0000123,nm4355493
Un amigo para Frank,tt1990314,"nm0001449,nm0005188,nm0000239",nm1500577,nm1755986
Digimon Adventure 02: El Comienzo,tt0243694,"nm0160676,nm0232953,nm1063287",,nm2343900
La cena,tt35657504,"nm1832584,nm1292111,nm3993669",nm0350957,nm0022110
Slasher,tt4667888,"nm0415066,nm1273957,nm0889120",,nm0551861
El conde de Montecristo,tt0033482,"nm0194742,nm0181559,nm0087003",nm0882190,nm0241416
Madame Curie,tt0036126,"nm0002093,nm0682074,nm0871287",nm0503777,nm0651585
La boda de Rosa,tt10077544,"nm0679150,nm0530365,nm1208191",nm0093081,nm0093081
Alatriste,tt0395119,"nm0001557,nm0025745,nm0880054",nm0246503,nm0702416
Mar de plástico,tt4719586,"nm0761110,nm0142677,nm2157531",,nm1289609
Adhura,tt19868286,"nm5873799,nm2975619,nm14577188",,nm6363860
El Cáliz de sangre,tt14998742,"nm1154749,nm0005023,nm4534098",nm0811583,nm0811583
Ingebrigtsen Born to Run,tt33498743,"nm8110027,nm15212445,nm16554945",,
Frente al tornado,tt9274670,"nm0012081,nm0034733,nm0000301",nm1761263,nm1761263
Beast,tt2771200,"nm0914612,nm1405398,nm1812656",nm0174374,nm0154716
Antes de que te vayas,tt29345360,"nm14140565,nm5851825",nm15309069,nm15309069
Que nadie duerma,tt10602132,"nm0968559,nm0845209,nm2101577",nm3564648,nm1014196
Los segundones,tt21434318,"nm0004879,nm1754366,nm13386217",nm0831690,nm9526825
Aspirants,tt14392248,"nm3832707,nm6449658,nm9623913",,nm5523511
El titiritero,tt2955208,"nm5705905,nm5706026,nm5705473",nm4106321,nm5706118
Cómo conquistar a Billy Walsh,tt16156616,"nm7509185,nm10929798,nm16009300",nm0683478,nm4200032
De viaje con los Derbez,tt11090314,"nm0220240,nm0740946,nm3277599",,
Fantasías de un escritor,tt13613056,"nm2244205,nm0687914,nm0342393",nm0221611,nm0221611
Mi pie izquierdo,tt0097937,"nm0000358,nm0002084,nm0924009",nm0006487,nm0174934
Attrition,tt5465970,"nm0000219,nm2199632,nm0266658",nm4154644,nm0000219
Simeone. Vivir partido a partido,tt17673424,"nm1596572,nm3829201,nm8974838",,
The Outpost,tt7612548,"nm4880301,nm3940484,nm3652548",,nm1131306
Name the Demon,tt17078956,"nm0145581,nm8644531,nm5548766",nm9216015,nm9216015
Soldado De Elite,tt10323676,"nm1517976,nm1843026,nm7870704",nm0757975,nm0204731
No habrá paz para los malvados,tt1661862,"nm0180580,nm0761110,nm2865013",nm0881762,nm0311132
Selva,tt6827080,"nm0897201,nm0222145,nm0419655",nm4062141,nm8951690
Joe,tt0245686,"nm0005450,nm0199590,nm0588222",nm0330140,nm0005450
El Lago: Un nuevo comienzo,tt15176890,"nm2849998,nm0005466,nm10035829",,nm6414849
El baile de las locas,tt8332798,"nm1086543,nm0991979,nm2913280",,nm17114287
Terremoto,tt0071455,"nm0000032,nm0001257,nm0001421",nm0733476,nm0289008
Salvajes,tt3011894,"nm0334882,nm0555404,nm0897640",nm1167933,nm2265326
Las vueltas que da la vida,tt0395495,"nm0004950,nm0648249,nm0415382",nm0335666,nm0335666
World Trade Center,tt0469641,"nm0000115,nm0004742,nm1269733",nm0000231,nm0075696
Un héroe,tt6954660,"nm8905788,nm7205383,nm12173843",,nm7065046
Complete Strangers,tt8354306,"nm4242295,nm2759097,nm6973406",nm4242295,nm4242295
Categoría 8,tt2336630,"nm0000546,nm0747114,nm0926471",,nm1028302
Mejor viuda que mal acompañada,tt29897924,"nm0134686,nm0532410,nm0005184",nm2036160,nm12600823
Siberia,tt31828346,"nm0854815,nm2602883,nm0466636",nm1933648,nm1933648
Ghost Rider: Espíritu de venganza,tt1071875,"nm0000115,nm0686376,nm0001354",nm0004410,nm0991355
P#t@s Redes Sociales,tt26315329,"nm2103508,nm10297335,nm0579281",,nm9065649
"Maudie, el color de la vida",tt3721954,"nm1020089,nm0072124,nm0741388",nm0909532,nm0925456
Rex,tt9111220,"nm1221622,nm1534287,nm0359322",,nm4971577
¡Atraco!,tt1259528,"nm0124930,nm1032567,nm6578009",nm0345615,nm0345615
Camada negra,tt0075798,"nm0022208,nm0690592,nm0596807",nm0349426,nm0095952
Todas las cosas buenas,tt1175709,"nm0331516,nm0000379,nm0001449",nm1285613,nm2917557
Resident Evil 4: Ultratumba,tt9843368,"nm0299855,nm0580444,nm1222825",nm2039187,nm1620016
Evangelion: 1.0 You Are (Not) Alone,tt0923811,"nm0644527,nm0370677,nm0594074",nm2687285,nm0030417
Giulietta de los espiritus,tt0059229,"nm0556399,nm0590452,nm0685609",nm0000019,nm0000019
Mom,tt2660806,"nm0005049,nm0267506,nm0448252",,nm0743048
Charlatán,tt6028620,"nm0873396,nm8068078,nm3371002",nm0002140,nm1215153
A propósito de Henry,tt0102768,"nm0000148,nm0000906,nm0355112",nm0001566,nm0009190
Instinto peligroso,tt3876910,"nm2207222,nm0243806,nm0000463",nm0352524,nm0096319
The Guilty,tt9421570,"nm0350453,nm2142336,nm0765597",nm0298807,nm4446305
Mandíbulas,tt0139414,"nm0000597,nm0000403,nm0001624",nm0591171,nm0005082
La noche devora el mundo,tt4266076,"nm0509264,nm0267042,nm0491777",nm9572719,nm5747900
Sin noticias de Dios,tt0284491,"nm0004851,nm0000721,nm2651617",nm0246503,nm0246503
The Second Act of Elliott Murphy,tt3592556,nm1011791,nm2144714,nm2144714
Zombis nazis 2,tt2832470,"nm0388473,nm2505635,nm0771414",nm2482088,nm2482088
Fanático,tt7869070,"nm0000237,nm0001701,nm3132111",nm0004890,nm0004890
Snakes and Ladders,tt31843251,"nm15967943,nm15967941,nm16626357",,nm7638743
My Hero Academia: El despertar de los héroes,tt11107074,"nm5693918,nm2462004,nm2719774",nm2568279,nm9484837
Ascenso al límite,tt8514848,"nm0000202,nm4026222,nm8795223",nm1402202,nm1402202
Don Camilo y el honorable Peppone,tt0048002,"nm0272794,nm0148974,nm0843163",nm0303120,nm0345363
En la mente criminal,tt35747160,,,
Hormigas asesinas (The Hive),tt0076214,"nm0289343,nm0313519,nm0330212",nm0770474,nm0874100
Mejor... solteras,tt1292566,"nm0424848,nm2313103,nm0005182",nm0228542,nm0463359
The New Bauhaus,tt7764450,"nm10587610,nm11093543,nm1663486",nm3478084,nm3478084
Peleamos,tt31076688,"nm15857224,nm15857230,nm15857228",nm3314770,nm3314770
Un novio para mi mujer,tt1280534,"nm0836809,nm0078452,nm0324813",nm0850307,nm1258535
The Ringmaster,tt5039416,"nm6189942,nm6615294,nm1285310",nm0676956,nm10457457
Dos razones para morir,tt0118993,"nm0000275,nm0001169,nm0347957",nm0516800,nm0016345
How Is That for a Monday?,tt16751646,"nm10274066,nm12276900,nm11837595",nm8122744,nm13257925
Demasiado viejo para morir joven,tt0094994,"nm0034281,nm0840772,nm0481816",nm0170043,nm0170043
Indian Police Force,tt19768024,"nm3289096,nm1059103,nm0792908",,nm7903884
Ted Bundy. En la mente del asesino,tt13507778,"nm0000704,nm0456186,nm0657760",nm0780547,nm12494704
Dare to Defy,tt34966931,"nm16818829,nm16818830",,
After the Lethargy,tt6085412,"nm0127406,nm2417194,nm3943753",nm4787750,nm4787750
Mi familia del norte,tt6859418,"nm0200702,nm0719232,nm3753393",nm0200702,nm0200702
"I, Pastafari: A Flying Spaghetti Monster Story",tt11134554,"nm12465267,nm7704809,nm11062207",nm11062206,nm11062206
De Tatta's: The Series,tt34625441,"nm1278335,nm2027557,nm10151204",,nm6919325
Arctic Void,tt9183978,"nm0915919,nm0341377,nm1635027",nm1668313,nm1668313
El juego  definitivo: Dentro de la NHL,tt33609124,"nm14851866,nm9662949,nm5686222",,
Colegas en el bosque,tt0400717,"nm0001454,nm0005110,nm0000641",nm0021249,nm0070368
La voz dormida,tt1688649,"nm2285844,nm2725254,nm2784795",nm0952583,nm3450209
En un muelle de Normandia,tt1650043,"nm2325393,nm1256602,nm0006713",nm0101047,nm0007091
El club del paro,tt14308474,"nm1693112,nm1234572,nm0171630",nm1319488,nm1319488
Todos hablan de Jamie,tt8635092,"nm10744139,nm10778177,nm0484104",nm0125270,nm1625174
James May: Our Man In...,tt11302324,"nm0561982,nm6888453,nm13765051",,nm2474017
El justiciero,tt0455944,"nm0000243,nm0190744,nm1631269",nm0298807,nm0921013
Verdict,tt0084855,"nm0000056,nm0001648,nm0912001",nm0001486,nm0715312
Después de la lluvia,tt5728410,"nm2975114,nm8149395,nm6070336",nm6373466,nm6373466
Ladrones de Élite,tt4876134,"nm0000112,nm0000619,nm0134244",nm0001317,nm0934483
Mike Case in: The Big Kiss Off,tt2520578,"nm5439910,nm2298374,nm2583725",nm3003577,nm0386546
Sólo una noche (Last night),tt1294688,"nm0461136,nm0941777,nm0133899",nm1127653,nm1127653
The Family Man: Agente Antiterrorista,tt0218967,"nm0000115,nm0000495,nm0000332",nm0711840,nm0224601
Cinco minutos de gloria,tt1238291,"nm3029799,nm1559688,nm0193657",nm0386570,nm0382505
Fuga de cerebros,tt1272013,"nm1832584,nm1686959,nm2319146",nm2692858,nm1210565
Juego de espías,tt0266987,"nm0000602,nm0000093,nm0001517",nm0001716,nm0065847
Z: Con ella empezó todo,tt4878612,"nm0000207,nm0389333,nm0630899",,nm7703999
Guardaespaldas K2,tt7493974,"nm0534635,nm2570706,nm0291569",,nm0580519
La gran guerra,tt6198246,"nm0928560,nm4876129,nm0000579",nm3531089,nm3531089
Malasaña 32,tt10952782,"nm9603580,nm4408584,nm1123309",nm3691012,nm1202178
My Sassy Girl,tt0293715,"nm1028580,nm0432428,nm1077025",nm1030706,nm1030519
La aparición,tt0816556,"nm0871525,nm0687109,nm2089454",nm1757667,nm1757667
Regreso a Howards End,tt0104454,"nm0000603,nm0000307,nm0071851",nm0412465,nm0286950
Todos los nombres de Dios,tt20420538,"nm0869088,nm2285844,nm10454803",nm0130714,nm2192581
The Burial,tt5648882,"nm0004937,nm0000169,nm0810619",nm0079448,nm0942354
Con todos los honores,tt0783640,"nm1659221,nm0837223,nm8313926",nm0733149,nm0733149
La casa,tt6468322,"nm2216549,nm1486647,nm1523587",,nm1210565
El espía inglés,tt8368512,"nm1078491,nm0632457,nm10778359",nm4315078,nm4468296
L'acadèmia,tt14138650,"nm0000288,nm0577982,nm0564402",nm0178376,nm0178376
María Magdalena,tt9863496,"nm4606147,nm7057613,nm8751006",,nm5547483
