title_spanish,tconst,actors,director,writter
El último mercenario,tt12808182,"nm0000241,nm1687861,nm11565149",nm1925637,nm1925637
Black,tt30988739,"nm1055413,nm0803890,nm0000949",nm0001752,nm0462895
Hércules: El origen de la leyenda,tt1043726,"nm1553725,nm4719349,nm0012078",nm0001317,nm0393517
Un deseo irlandés,tt21957774,"nm0517820,nm1968873,nm3657218",nm0078943,nm0360937
Bleach,tt0434665,"nm0097765,nm0741398,nm1315809",,nm1818197
Amor con fianza: Sudáfrica,tt14540924,"nm1046264,nm0253440,nm7780182",,
Agente Elvis,tt10814036,"nm0000190,nm0647698,nm0424216",,nm2312887
Lumberjack the Monster,tt28090490,"nm0436549,nm4206125,nm6126186",nm0586281,nm0463582
Las combatientes,tt14579330,"nm1109153,nm1982556,nm7079050",,nm0118142
El tiempo de los monstruos,tt3762284,"nm0194572,nm0679150,nm1197737",nm0754931,nm0754931
Santo,tt14278524,"nm1666855,nm0300902,nm2386605",,nm0530037
Antracita,tt31609000,"nm11394529,nm5149542,nm7079050",,nm7757824
El remplazo del chef Chico,tt27055592,"nm0664469,nm0211278,nm2049965",,nm3184677
Nora,tt15272328,"nm1469230,nm4352745,nm12865851",nm1469230,nm1469230
Cristal oscuro: La era de la resistencia,tt6905542,"nm2145218,nm5637047,nm2812026",,nm2731620
The Cloverfield Paradox,tt2548396,"nm1813221,nm0654648,nm0117709",nm1564809,nm3349927
Waco: El apocalipsis texano,tt26687196,"nm0857823,nm14678107,nm9186109",,
El crimen de la escalera,tt5834204,"nm0005253,nm2088803,nm0235652",,nm0588005
Las hermanas fantásticas,tt33054529,"nm10344629,nm6244875,nm1886707",nm0864306,nm1409431
El bosque,tt28486987,"nm7886034,nm15080695,nm15080727",nm0960774,nm0960774
Las leyes de la frontera,tt11892272,"nm2280169,nm9603580,nm6835820",nm0600409,nm1333440
Alta mar,tt8961508,"nm1419440,nm2392852,nm4339693",,nm1202178
A la caza de Veerappan,tt2106476,"nm0586568,nm0488917,nm5038871",nm0899121,nm0899121
La Noche Más Larga,tt14463552,"nm2975962,nm0130429,nm0324409",,nm1090685
Udta Punjab,tt4434004,"nm1372788,nm1017633,nm0004626",nm1322477,nm2907705
12th Fail,tt23849204,"nm5447706,nm10791162,nm8910763",nm0006765,nm0006765
Otra vida,tt31067371,"nm2205196,nm15766282,nm5216581",,nm3716054
No necesitan presentación con David Letterman,tt7829834,"nm0001468,nm2578007,nm0000123",,nm0001468
Ricos y malcriados,tt0414766,"nm0555902,nm1670509,nm1270781",,nm1298604
Voir: Las claves del cine en la cultura contemporánea,tt15677070,"nm5847276,nm1055848,nm5098462",,nm8407500
Ratched,tt7423538,"nm0005299,nm1587729,nm0633223",,nm0450181
Vanderpump Rules,tt2343157,"nm3018646,nm3059064,nm2861545",,nm2368116
Laapataa Ladies,tt21626284,"nm9849994,nm11383103,nm10050596",nm1444479,nm4295820
Spy Kids: El armagedón,tt13978520,"nm11345133,nm9027655,nm1157048",nm0001675,nm0001675
La liga de la justicia,tt12361974,"nm0000255,nm0147147,nm0010736",nm0811583,nm0796950
La gran seducción,tt14542504,"nm2855864,nm5773535,nm8611957",nm1381358,nm10307418
The Forest of Love,tt10589914,"nm0793404,nm4514387,nm4017554",nm0814469,nm0814469
Sextillizos,tt8976710,"nm0005541,nm2620667,nm0085438",nm1639277,nm2695353
Destino: La saga Winx,tt8179402,"nm6792464,nm1872518,nm9539966",,nm1709238
El gourmet samurái,tt6304676,"nm0847562,nm1025366,nm0840586",,nm1821575
Ofrenda a la tormenta,tt7304824,"nm1011070,nm0768614,nm4729886",nm2692858,nm1084937
LALIGA: Más allá del gol,tt26757529,,,nm2790342
La chica y el cosmonauta,tt0805564,"nm0331516,nm0607865,nm0773973",nm0318916,nm1280672
Revenge of the Pontianak,tt9113332,"nm1967211,nm2879092,nm9228484",nm0324380,nm0324380
Colisión,tt0375679,"nm0037410,nm0049079,nm0000113",nm0353673,nm0353673
Madres paralelas,tt12618926,"nm0004851,nm9875384,nm1990986",nm0000264,nm0000264
LEGO® DREAMZzz: Trials of the Dream Chasers,tt27613744,"nm5357907,nm14849252,nm8407610",,nm0250812
Soy el secreto de tu corazón,tt32991372,"nm11498263,nm6659560,nm13537026",nm3318309,
Identidad desbloqueada,tt26160190,"nm3825915,nm5289372,nm3641180",nm15756067,nm10255350
Descifra tu salud: Los secretos del intestino,tt31316096,"nm7122276,nm16097216,nm5922947",nm5712081,
Un auténtico caballero,tt23218054,"nm4293138,nm9481019,nm1699371",nm5469712,nm9495888
El campamento de mi vida,tt11388278,"nm6218423,nm1933128,nm9559251",nm2287695,nm3466196
Club Estambul,tt13317582,"nm1759893,nm6882090,nm12956676",,nm9410947
Muertos para mí,tt8064302,"nm0000775,nm0004802,nm4625603",,nm0271078
Rustin,tt14160834,"nm0231458,nm1543989,nm0877270",nm0938045,nm3027922
A través de mi ventana 2: A través del mar,tt14463484,"nm12494183,nm10207998,nm9616694",nm2253409,nm12494185
El mejor verano de mi vida,tt7679126,"nm3335067,nm1071554,nm1884975",nm1738082,nm3374735
Jurassic World: Campamento Cretácico,tt10436228,"nm7462382,nm6953887,nm4911194",,nm5766703
Safari por Navidad,tt8510488,"nm0000507,nm0004862,nm1283879",nm0053228,nm0229800
"Wrestlers: Lucha libre, pasión y sacrificio",tt28711468,"nm4092973,nm0765715,nm3386635",,
Una vida Bárbara,tt27513890,"nm0333490,nm2639876,nm1139866",,nm1974849
Día de la Madre,tt29621888,"nm2989689,nm5311802,nm0401241",nm2305561,nm5572916
El nuevo Karate Kid,tt0110657,"nm0001552,nm0005476,nm0000461",nm0128883,nm0436543
Santa Clarita Diet,tt5580540,"nm0000106,nm0648249,nm5735148",,nm0294355
Megalujo en Dubái,tt22071840,"nm14204240,nm10708901,nm14204243",,
Encontrarás dragones,tt1316616,"nm1214435,nm0004747,nm0779084",nm0423646,nm0423646
Un vampiro en el jardín,tt1650043,"nm2325393,nm1256602,nm0006713",nm0101047,nm0007091
A los gatos ni tocarlos: Un asesino en Internet,tt11318602,"nm5506392,nm5505330,nm11212047",,nm2129029
Legado en los huesos,tt7304802,"nm1011070,nm4729886,nm0768614",nm2692858,nm1084937
Mi querida oni,tt31788773,"nm2770525,nm7617524,nm12031515",nm2034008,nm2405043
El padre que mueve montañas,tt8886670,"nm0864458,nm7733350,nm8073251",nm3212856,nm3212856
La gran exclusiva,tt21279806,"nm8874222,nm0281448,nm15948633",nm1530431,nm7323886
Pájaros de papel,tt1360822,"nm0002181,nm0392913,nm2265834",nm0032795,nm0032795
Los Jóvenes Titanes en Acción,tt2771780,"nm0996651,nm0579914,nm1146051",,nm2398585
Héroes humildes,tt8223844,"nm7858309,nm0223740,nm5411494",nm1077423,nm1077423
T・P BON,tt29402539,"nm1465001,nm5512177,nm4232585",,nm0297742
Baki Hanma vs. Kengan Ashura,tt31869664,"nm4858403,nm2134328,nm1403974",nm0386185,nm11249013
King the Land,tt26693803,"nm5675066,nm4226964,nm3745505",,nm3005626
Los archivos secretos de los Boy Scouts de EE. UU.,tt28660814,"nm15853051,nm15853052,nm15853054",nm0460534,
Terrace House: Tokyo 2019-2020,tt10686814,"nm1645591,nm3980160,nm4244168",,
El rey proscrito,tt6679794,"nm1517976,nm0226820,nm9487083",nm0533284,nm1096313
"Brij Mohan, el inmortal",tt6514010,"nm1464837,nm6277581,nm7630088",nm2418372,nm2418372
Roma,tt6155172,"nm8611957,nm0211920,nm9948845",nm0190859,nm0190859
Planeta Libre,tt0115650,"nm0785684,nm0512071,nm0858022",nm0785684,nm0785684
Asesino: Misión Venganza,tt1961175,"nm3729721,nm5256984,nm9254340",nm0191147,nm0771496
La chica de la foto,tt33257408,"nm16462588,nm12105409,nm16462589",nm16462576,nm16462576
Nadie saldrá vivo de aquí,tt13056008,"nm0731990,nm2109035,nm0017263",nm3914507,nm1638619
La pasión turca,tt22355610,"nm1884975,nm4786389,nm2510810",,nm0301550
Don Cochecito y los caballeros templarios,tt27876411,"nm1796099,nm8272878,nm1268200",nm2320357,nm7672967
Una casa de locos,tt4859164,"nm0217221,nm0330070,nm0223740",,nm0767748
Ek Ladki Ko Dekha Toh Aisa Laga,tt8108164,"nm2128238,nm0438463,nm3822770",nm9664944,nm9664944
La sombra de la ley,tt7104984,"nm0869088,nm1043338,nm1253039",nm1860649,nm0025538
Neymar: El caos perfecto,tt16428640,"nm4827772,nm4231786,nm5325533",,
Lo desconocido: La máquina del tiempo cósmica,tt27837488,"nm0081182,nm7280935,nm9728431",nm9422402,
Más que madres,tt4180560,"nm0000291,nm0000099,nm0005031",nm0161330,nm0029125
Trailer Park Boys,tt0290988,"nm1033215,nm1036211,nm1034266",,nm1034266
Dos policías rebeldes II,tt0172156,"nm0001454,nm0000226,nm0003244",nm0000881,nm0303032
La isla Calavera,tt3731562,"nm1089991,nm0000168,nm0488953",nm3611349,nm0319659
Nuestro último verano,tt7957694,"nm6216001,nm2314596,nm8562730",nm0082841,nm0082839
La universidad para sordos,tt13070478,"nm12000659,nm12000661,nm12000658",,nm1752112
Dime quien soy,tt10474134,"nm1354955,nm2724795,nm1682793",,nm0181525
¿Qué coño está pasando?,tt11412566,"nm9882838,nm6273997,nm1890969",nm11189101,
Vivir dos veces,tt9063902,"nm0553650,nm2285844,nm8855294",nm0728048,nm7276157
North of the Sun,tt11932680,"nm0832853,nm0247647",nm0247647,nm0808073
La red Avispa,tt6760876,"nm0004851,nm1183149,nm0305558",nm0000801,nm0000801
Kissing Game,tt11131962,"nm5569248,nm11746979,nm2376938",,nm2296828
Un golpe a la inversa,tt0206512,"nm0444786,nm0120309,nm0265067",,nm0384864
Jackass 4.5,tt18258584,"nm0424216,nm0828177,nm0690686",nm0871860,nm0010338
Godzilla,tt0831387,"nm1093951,nm2640264,nm0913822",nm2284484,nm1709264
Mentiras Peligrosas,tt10183816,"nm4729403,nm0182099,nm6161516",nm1212040,nm0325406
Tammy,tt2103254,"nm0565250,nm0000215,nm0000870",nm1229520,nm0565250
Adios Amigos,tt5259134,"nm0022853,nm9557795,nm3329216",nm0715873,nm3089303
Mas allá del universo,tt22248376,"nm6662487,nm9549868,nm7083517",,nm15028176
Spaced Out,tt0079937,"nm0831312,nm0537395,nm0030327",nm0912981,nm0668252
jeen-yuhs: Una trilogía de Kanye West,tt14599438,"nm1577190,nm4595658,nm3264596",,nm1972527
Las supernenas,tt0175058,"nm0146681,nm0152839,nm0444786",,nm0566833
Madre de alquiler,tt27787160,"nm1824330,nm14863478,nm0129607",,nm1583648
Narcosantos,tt14518692,"nm1978402,nm1058565,nm7676537",,nm2151556
Aun así,tt14518284,"nm9350760,nm8853855,nm11174364",,nm12515655
Heroes of the Empire,tt8480368,"nm0120116,nm0354147,nm7596674",nm7387053,
Cambio de bebés 2,tt31828433,"nm1738477,nm1046521,nm10571668",nm0867784,nm13596926
"Huye, conejo, huye",tt12547822,"nm3512758,nm11904290,nm0578498",nm0717225,nm5976306
Iliza Shlesinger: Unveiled,tt11092086,"nm2955597,nm10299913,nm8333252",,nm2038367
El dilema de las redes sociales,tt11464826,"nm7418309,nm7366289,nm11340736",nm2341611,nm7364327
Malcolm y Marie,tt12676326,"nm0913475,nm3918035",nm0506094,nm0506094
Juanita,tt6155456,"nm0005569,nm0176922,nm1167112",nm0424800,nm0818086
Escape Room (L'hora de la veritat),tt15484476,"nm0423307,nm1293644,nm2070430",nm0163467,nm0163467
El sastre,tt15473010,"nm4293138,nm2456269,nm10934994",,nm9949169
Asvins,tt27080643,"nm7032877,nm11789096,nm2545330",nm7333199,nm7333199
Polos opuestos,tt12719250,"nm9933392,nm8565406,nm8767704",,nm7430071
Una noche para sobrevivir,tt2199571,"nm0000553,nm0000438,nm1172478",nm1429471,nm2145487
Secretos del deporte El asesinato de Air McNair,tt33038082,"nm1822380,nm11591403,nm1714289",nm6955043,
xXx: Reactivated,tt1293847,"nm0004874,nm0947447,nm2138653",nm0142286,nm0929186
Somos.,tt14719590,"nm7528800,nm4416922,nm2543344",,nm4856853
Un golpe con estilo,tt2568862,"nm0000323,nm0000273,nm0000268",nm0103785,nm0577647
Un castillo por Navidad,tt13070602,"nm0000222,nm0000144,nm0743605",nm0005116,nm2256234
La princesa durmiente,tt0142249,"nm0637586,nm0299228,nm0468708",nm0632788,nm0868066
El director desnudo,tt10477528,"nm1303233,nm4514387,nm5979067",,nm1954555
De los 19 a los 20,tt0086525,"nm0000115,nm0286033,nm0197354",nm0004838,nm0485229
Blasted,tt14866710,"nm5008318,nm4596051,nm2070336",nm5905770,nm5474899
El caballero de la Navidad,tt0468569,"nm0000288,nm0005132,nm0001173",nm0634240,nm0634300
El Conde,tt21113540,"nm0882994,nm0618416,nm0998846",nm1883257,nm5979724
Desaparecida: El caso Lucie Blackman,tt19113292,"nm15087877,nm3690709,nm15087873",nm0945424,nm13520536
Los padrinos mágicos: Un nuevo deseo,tt31456372,"nm0086840,nm3050387,nm0358460",,nm16391280
GAMERA: Renacimiento,tt23730842,"nm3620483,nm4303311,nm2760504",,nm0847177
Doctor Cha,tt27075857,"nm0453605,nm1105090,nm1658969",,
Mi tío es de otro mundo,tt15219320,"nm0468729,nm1101677,nm1216120",,nm13241731
Nuestro mundo lleno de vida,tt23181418,nm0000949,,
Let’s Calm Down and Have a Cool Drink in Saint-Tropez,tt0089727,"nm0357630,nm0721540,nm0296977",nm0701773,nm0612474
Stranger,tt4574334,"nm0000213,nm1092086,nm6016511",,nm1819972
Juicio al diablo,tt28810493,"nm12727528,nm16120341,nm12727527",nm2115992,nm2115992
Mundo misterioso,tt1235855,"nm2013399,nm3082102,nm0088164",nm0604169,nm0604169
La ermita,tt23554012,"nm0749104,nm14226093,nm1322246",nm2717602,nm14226094
Maradona en Sinaloa,tt11168104,"nm0544764,nm0507513,nm5843917",,
No molestar,tt0244165,"nm0181559,nm0304844,nm0683831",nm0181530,nm0069667
Un fuerte aplauso,tt31049778,"nm3517117,nm4245240,nm7668439",,nm1727762
Mo Amer: The Vagabond,tt0007507,"nm0000122,nm0701012,nm0132444",nm0000122,nm0000122
Onmyoji,tt22264252,"nm1601080,nm4413987,nm1920556",,nm8193005
La única mujer de la orquesta,tt31314296,"nm4314990,nm1854135,nm9848596",nm1429471,nm4581676
Top Boy,tt1830379,"nm0910180,nm1872945,nm6157473",,nm0072032
Dos colgaos muy fumaos: Fuga de Guantánamo,tt0481536,"nm0158626,nm0671980,nm1117791",nm1375358,nm1375358
Amigos Caninos,tt9199798,,,nm3581772
Dirty John,tt7945720,"nm0110168,nm0000225,nm0051509",,nm1017827
Agak Laen,tt28856462,"nm7609215,nm12151043,nm8777468",nm8712409,nm8712409
Crónicas de Navidad 2,tt11057644,"nm0000621,nm0000443,nm6081322",nm0001060,nm1073238
El Halloween de Hubie,tt10682266,"nm0001191,nm0416673,nm0100866",nm0109359,nm0379056
ReMastered: Who Shot the Sheriff?,tt9046548,"nm0002490,nm4578912,nm0851655",nm0203400,nm1905310
The Gift,tt0219699,"nm0000949,nm0000610,nm0000206",nm0000600,nm0000671
El infierno,tt1692190,"nm0017343,nm1370408,nm0350884",nm0261840,nm0261840
Soltero hasta Navidad,tt14315756,"nm1235530,nm11061034,nm1682832",nm1555287,nm1209925
"Kiki, el amor se hace",tt4922692,"nm5131296,nm1073929,nm5371041",nm1346713,nm0493257
La extraordinaria historia de los Juegos Paralímpicos,tt10851618,"nm5174884,nm11868443,nm5120282",nm0094524,
Calibre,tt6218358,"nm4110963,nm0564901,nm0192889",nm2160297,nm2160297
Nyad,tt5302918,"nm0000906,nm0000149,nm13578781",nm3011011,nm6227428
El Hombre Sin Gravedad,tt0287978,"nm0000255,nm0004950,nm0268199",nm0425756,nm0425756
Colin en Blanco y Negro,tt12624928,"nm3663271,nm0644406,nm0000571",,nm3214348
Las 4 estaciones de las chicas Gilmore,tt5435008,"nm0334179,nm0088127,nm0666398",,nm0792371
3%,tt18259086,"nm0000120,nm2355635,nm0000206",nm1733778,nm1352459
La red antisocial: De los memes al caos,tt31189868,"nm13889974,nm16029935,nm12424671",nm3136872,
Furies,tt11384300,"nm6733156,nm0283997,nm4782158",,nm3353925
¡Vaya patrulla!,tt1408253,"nm0001084,nm0366389,nm0000491",nm1103162,nm0177637
Los principios del placer,tt18299058,"nm2345104,nm9607255,nm7607949",,nm10872193
La corona partida,tt4634422,"nm0761110,nm1354955,nm3370311",nm0289513,nm1346824
Love,tt3774694,"nm7312806,nm3194762,nm7312807",nm0637615,nm0637615
Transformers: La guerra por Cybertron - Reino,tt9789660,"nm4645694,nm0865092,nm6444033",,nm3329994
No lo pienses dos veces,tt4972062,"nm1843026,nm1898126,nm2177528",nm1898126,nm1898126
Cómo se convirtieron en líderes de sectas,tt28253602,"nm0227759,nm3674206,nm10746663",,
Devilman: Crybaby,tt6660498,"nm2146022,nm4986852,nm2550198",,nm0118176
Gatitos explosivos,tt19734104,"nm0255124,nm3550886,nm0620232",,nm4454420
El mágico libro de Zero,tt0398808,"nm1242688,nm1455681,nm0221046",nm0190780,nm0830969
Leonera,tt1022606,"nm1089900,nm2080950,nm4100263",nm0871086,nm1375024
Boston Red Sox: La remontada de 2004,tt31186041,"nm1667721,nm1713581,nm1756115",,
El gran vapeo: Auge y caída de Juul,tt14081634,"nm14771059,nm12207525,nm15369117",,nm12332772
Amy Schumer: Growing,tt8441950,"nm5556777,nm5556873,nm2154960",,nm5556777
Tall Girl,tt9252508,"nm6433012,nm3838034,nm4248775",nm1971220,nm1625872
Onimusha,tt22301234,"nm0523180,nm4089434,nm0714455",,nm0150140
Outstanding: La revolución del humor,tt20918352,"nm0325018,nm1502218,nm0005280",nm2017421,nm2017421
Scott Pilgrim da el salto,tt16969708,"nm0148418,nm0935541,nm1440863",,nm2818863
El baile de los 41,tt11525022,"nm1270781,nm2800364,nm5870099",nm2653170,nm4856853
El día del juicio final,tt0103064,"nm0000216,nm0000157,nm0000411",nm0000116,nm0000116
Kajillionaire,tt8143990,"nm0420955,nm0000700,nm0939697",nm0432380,nm0432380
Capitanes del mundo,tt26218818,"nm0512633,nm0253440,nm2177779",,
La cantina de medianoche: Historias de Tokio,tt6150576,"nm0462006,nm0299437,nm0993602",,nm4675659
Equinox,tt10973800,"nm4439530,nm0117368,nm6531488",,nm10979585
¡Doona!,tt24245988,"nm7108248,nm8692190,nm3947216",,nm14332062
Mi cuñado es un vampiro,tt23744022,"nm1795849,nm0289600,nm0609481",nm1641305,nm0193153
365 días,tt10886166,"nm11110971,nm9016108,nm0943002",nm1705578,nm11183123
Nuestro padre,tt0834938,"nm0643740,nm0379877,nm1985075",nm2343031,nm2343031
Beach Boys,tt0237953,"nm0815043,nm0847570,nm0386414",,nm0645443
Seis Manos,tt10106108,"nm1591496,nm0001803,nm3277599",,nm1663026
Hasta el fondo: La historia de Pornhub,tt26739529,"nm14670266,nm0820901,nm2599368",nm3724393,
Asesinos de la India: El Carnicero de Deli,tt14178824,"nm6435621,nm13863999,nm1758640",,
The Punisher (El castigador),tt0330793,"nm0028551,nm1357072,nm0139549",nm0378144,nm0378144
Persecución policial: El atentado del maratón de Boston,tt27142031,"nm5703966,nm6453580,nm11314312",,
El diablo en Ohio,tt15432016,"nm0221043,nm0415382,nm2150833",,nm10630893
